,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken,married,car_possesion,offspring
636,35.0,1.0,2,9.0,2,0,3.0,5.0,deluxe,3.0,5.0,1,3,manager,400000.0,0,1,0,2
637,39.0,0.0,1,14.0,1,0,3.0,4.0,basic,3.0,2.0,0,3,executive,263820.0,0,3,1,2
638,30.0,0.0,1,29.0,1,1,3.0,4.0,basic,4.0,3.0,0,3,executive,300000.0,0,1,0,2
639,28.0,1.0,1,9.0,1,0,3.0,4.0,basic,3.0,3.0,0,3,executive,317565.0,1,0,1,2
640,21.0,1.0,1,12.0,2,1,3.0,4.0,standard,4.0,1.0,0,5,seniormanager,336450.0,0,2,1,2
641,34.0,0.0,1,13.0,1,0,3.0,4.0,king,4.0,3.0,0,3,vp,326430.0,0,2,0,2
642,25.0,0.0,1,15.0,1,1,3.0,4.0,basic,3.0,3.0,0,3,executive,310000.0,0,0,0,2
643,35.0,1.0,1,8.0,2,1,3.0,4.0,basic,3.0,3.0,0,3,executive,323775.0,0,3,0,2
644,40.0,0.0,1,15.0,1,1,3.0,4.0,basic,3.0,3.0,0,4,executive,300000.0,0,0,1,2
645,47.0,0.0,1,14.0,1,1,3.0,4.0,basic,4.0,3.0,0,3,executive,326085.0,0,0,0,2
646,55.0,1.0,1,11.0,0,0,3.0,4.0,standard,3.0,4.0,0,4,seniormanager,453840.0,0,2,1,2
647,34.0,1.0,1,9.0,0,0,3.0,4.0,basic,3.0,2.0,0,4,executive,306885.0,0,2,0,2
648,34.0,1.0,1,25.0,0,0,3.0,4.0,basic,3.0,7.0,0,3,executive,263670.0,0,2,0,2
649,40.0,0.0,1,7.0,1,1,2.0,3.0,deluxe,3.0,2.0,0,2,manager,269565.0,0,0,0,1
650,28.0,1.0,1,16.0,0,0,2.0,5.0,deluxe,3.0,3.0,1,2,manager,350000.0,1,2,0,1
651,49.0,1.0,1,16.0,0,0,3.0,5.0,basic,3.0,3.0,1,2,executive,405435.0,1,2,0,2
652,40.0,1.0,1,10.0,1,1,3.0,5.0,basic,3.0,1.0,0,4,executive,353565.0,0,2,1,2
653,26.0,0.0,3,13.0,0,0,2.0,6.0,basic,3.0,3.0,0,2,executive,346875.0,1,3,1,1
654,31.0,0.0,1,13.0,0,0,3.0,5.0,basic,3.0,2.0,0,3,executive,429960.0,1,1,1,2
655,29.0,1.0,2,13.0,1,0,3.0,5.0,standard,3.0,7.0,0,4,seniormanager,396150.0,0,2,1,2
656,21.0,1.0,2,23.0,1,1,2.0,5.0,standard,3.0,3.0,0,2,seniormanager,383895.0,0,2,0,1
657,24.0,1.0,2,8.0,1,1,3.0,5.0,basic,3.0,2.0,0,1,executive,300000.0,0,3,0,2
658,20.0,0.0,2,11.0,0,0,3.0,5.0,basic,3.0,2.0,0,3,executive,272955.0,1,0,1,2
659,47.0,1.0,3,26.0,0,1,3.0,5.0,basic,3.0,3.0,0,4,executive,325710.0,0,2,1,2
660,59.0,1.0,2,14.0,0,1,2.0,5.0,superdeluxe,3.0,5.0,0,2,avp,427815.0,0,2,1,1
661,52.0,1.0,2,16.0,0,0,3.0,5.0,standard,4.0,5.0,0,1,seniormanager,458085.0,0,2,1,2
662,48.0,1.0,3,14.0,1,1,3.0,5.0,standard,3.0,2.0,0,2,seniormanager,377595.0,0,0,1,2
663,38.0,1.0,2,23.0,0,0,2.0,5.0,deluxe,3.0,3.0,0,2,manager,329100.0,0,3,0,1
664,35.0,0.0,3,10.0,0,0,2.0,5.0,deluxe,3.0,7.0,0,2,manager,368145.0,0,2,0,1
665,31.0,0.0,2,14.0,0,0,2.0,5.0,deluxe,4.0,3.0,0,2,manager,350000.0,0,1,0,1
666,34.0,1.0,2,11.0,0,1,2.0,5.0,standard,3.0,5.0,0,1,seniormanager,404370.0,0,1,0,1
667,33.0,1.0,3,25.0,2,0,3.0,5.0,basic,3.0,2.0,0,1,executive,350000.0,0,2,0,2
668,50.0,1.0,2,33.0,1,1,3.0,5.0,superdeluxe,3.0,2.0,0,2,avp,450000.0,0,0,1,2
669,35.0,0.0,3,17.0,0,0,3.0,5.0,superdeluxe,3.0,,0,2,avp,522855.0,1,0,0,2
670,31.0,1.0,2,15.0,1,0,3.0,5.0,basic,4.0,2.0,0,2,executive,317655.0,1,0,0,2
671,36.0,0.0,2,15.0,1,1,2.0,5.0,deluxe,3.0,3.0,0,2,manager,334575.0,0,2,1,1
672,44.0,1.0,2,8.0,1,0,2.0,5.0,deluxe,3.0,7.0,0,2,manager,321600.0,0,1,1,1
673,55.0,0.0,3,16.0,0,1,3.0,5.0,standard,3.0,2.0,0,2,seniormanager,372930.0,0,0,1,2
674,32.0,0.0,2,9.0,0,0,3.0,5.0,basic,3.0,5.0,0,1,executive,270810.0,1,0,0,2
675,20.0,0.0,2,20.0,1,0,3.0,5.0,basic,3.0,2.0,0,1,executive,316335.0,0,3,1,2
676,33.0,1.0,2,10.0,0,0,3.0,5.0,standard,3.0,2.0,0,2,seniormanager,335415.0,0,2,0,2
677,24.0,1.0,2,10.0,0,0,2.0,5.0,deluxe,3.0,3.0,0,2,manager,339165.0,0,2,0,1
678,28.0,0.0,2,10.0,0,0,3.0,5.0,deluxe,3.0,3.0,1,4,manager,366765.0,0,1,0,2
679,46.0,0.0,1,33.0,0,1,3.0,5.0,superdeluxe,3.0,4.0,0,2,avp,361455.0,0,2,0,2
680,36.0,1.0,1,28.0,1,1,2.0,5.0,deluxe,3.0,3.0,0,2,manager,300000.0,0,2,0,1
681,50.0,1.0,1,31.0,1,1,2.0,5.0,basic,3.0,7.0,0,2,executive,270975.0,0,2,1,1
682,32.0,1.0,1,11.0,1,1,3.0,5.0,basic,3.0,3.0,0,2,executive,310000.0,0,3,0,2
683,45.0,0.0,1,12.0,1,0,2.0,5.0,deluxe,3.0,3.0,0,1,manager,360000.0,0,1,0,1
684,36.0,1.0,1,15.0,0,0,2.0,5.0,basic,3.0,2.0,0,2,executive,314520.0,0,2,0,1
685,37.0,0.0,1,15.0,1,1,2.0,5.0,superdeluxe,3.0,1.0,0,2,seniormanager,375840.0,0,0,1,1
686,50.0,0.0,1,17.0,1,1,2.0,5.0,basic,4.0,1.0,0,2,avp,375375.0,0,3,1,1
687,41.0,0.0,1,23.0,0,1,2.0,5.0,standard,3.0,3.0,0,1,seniormanager,364455.0,0,2,1,1
688,42.0,1.0,1,7.0,0,0,2.0,5.0,basic,3.0,1.0,0,1,executive,320000.0,0,2,1,1
689,43.0,1.0,1,28.0,1,1,2.0,5.0,deluxe,3.0,5.0,0,1,manager,300000.0,0,3,1,1
690,35.0,1.0,1,7.0,0,0,2.0,5.0,basic,3.0,3.0,0,2,executive,306825.0,1,2,1,1
691,38.0,1.0,1,10.0,0,0,3.0,5.0,king,4.0,5.0,0,2,vp,459765.0,0,0,0,2
692,43.0,0.0,1,7.0,0,1,3.0,5.0,superdeluxe,3.0,4.0,0,1,avp,576810.0,0,3,1,2
693,52.0,1.0,1,15.0,0,0,2.0,5.0,superdeluxe,3.0,5.0,1,2,avp,499260.0,0,3,1,1
694,40.0,0.0,1,12.0,1,0,2.0,4.0,basic,3.0,3.0,0,2,executive,268770.0,0,2,0,1
695,41.0,1.0,1,15.0,2,0,3.0,5.0,standard,3.0,2.0,1,2,seniormanager,404820.0,0,1,0,2
696,40.0,1.0,2,10.0,2,1,3.0,6.0,basic,3.0,7.0,0,4,executive,314790.0,0,0,0,2
697,40.0,0.0,2,11.0,1,1,2.0,4.0,basic,4.0,6.0,0,2,executive,271665.0,0,2,0,1
698,41.0,1.0,2,6.0,0,0,3.0,6.0,deluxe,3.0,4.0,0,2,manager,420870.0,0,2,0,2
699,40.0,1.0,2,13.0,1,0,3.0,5.0,deluxe,3.0,7.0,0,3,manager,319365.0,0,2,0,2
700,37.0,1.0,2,8.0,1,0,3.0,5.0,basic,3.0,2.0,0,3,executive,308955.0,0,2,1,2
701,34.0,1.0,2,,0,0,3.0,5.0,deluxe,3.0,3.0,0,4,manager,319215.0,0,2,1,2
702,25.0,1.0,2,14.0,0,1,3.0,5.0,deluxe,3.0,5.0,0,3,manager,297630.0,0,2,1,2
703,33.0,0.0,2,17.0,0,1,3.0,5.0,deluxe,3.0,3.0,0,3,manager,325095.0,0,2,1,2
704,39.0,0.0,1,31.0,0,0,2.0,6.0,deluxe,3.0,4.0,0,2,manager,327315.0,0,1,0,1
705,50.0,0.0,2,18.0,0,0,2.0,3.0,superdeluxe,3.0,6.0,0,1,avp,540540.0,0,2,1,0
706,51.0,1.0,2,17.0,0,0,2.0,3.0,superdeluxe,3.0,5.0,0,2,avp,556275.0,0,3,1,0
707,33.0,0.0,2,14.0,0,0,2.0,3.0,basic,3.0,1.0,0,2,executive,264105.0,0,0,0,0
708,32.0,0.0,1,11.0,1,0,3.0,5.0,basic,4.0,7.0,0,5,executive,314265.0,1,1,0,2
709,38.0,1.0,1,10.0,2,1,3.0,5.0,deluxe,4.0,2.0,0,4,manager,327240.0,0,0,1,2
710,30.0,1.0,1,17.0,1,1,3.0,5.0,deluxe,4.0,2.0,0,4,manager,383025.0,0,1,0,2
711,39.0,1.0,1,8.0,0,0,3.0,5.0,basic,3.0,7.0,0,3,executive,312390.0,1,1,0,2
712,,1.0,1,30.0,0,0,3.0,5.0,deluxe,3.0,3.0,0,3,manager,366405.0,0,2,0,2
713,42.0,0.0,2,14.0,0,0,2.0,3.0,deluxe,3.0,2.0,1,2,manager,363000.0,1,2,0,0
714,54.0,0.0,1,16.0,1,0,1.0,1.0,superdeluxe,3.0,5.0,0,2,avp,520000.0,0,0,0,0
715,46.0,1.0,1,31.0,2,0,1.0,3.0,superdeluxe,3.0,2.0,0,5,avp,454695.0,0,3,1,0
716,42.0,1.0,2,32.0,0,0,3.0,4.0,superdeluxe,3.0,5.0,0,2,avp,547560.0,0,3,1,0
717,60.0,0.0,1,14.0,0,0,2.0,3.0,king,3.0,6.0,0,1,vp,498345.0,0,2,1,0
718,35.0,1.0,2,10.0,1,1,2.0,4.0,deluxe,3.0,2.0,0,4,manager,352845.0,0,1,0,1
719,28.0,1.0,3,10.0,1,1,3.0,4.0,basic,3.0,3.0,0,4,executive,304785.0,0,0,0,2
720,47.0,1.0,2,34.0,1,1,2.0,4.0,deluxe,3.0,3.0,0,4,manager,354870.0,0,2,0,1
721,32.0,0.0,3,17.0,1,1,2.0,4.0,deluxe,3.0,3.0,0,3,manager,316065.0,0,1,1,1
722,23.0,1.0,2,8.0,1,0,2.0,5.0,deluxe,3.0,2.0,0,3,manager,340350.0,0,1,0,1
723,10.0,1.0,2,17.0,0,1,3.0,5.0,deluxe,3.0,3.0,0,4,manager,341385.0,1,1,1,2
724,37.0,1.0,2,32.0,0,0,2.0,5.0,deluxe,3.0,3.0,0,3,manager,344415.0,0,1,0,1
725,34.0,1.0,2,9.0,0,0,2.0,4.0,deluxe,3.0,2.0,0,4,manager,329970.0,0,3,0,1
726,39.0,1.0,2,16.0,0,0,3.0,4.0,deluxe,3.0,2.0,0,3,manager,329205.0,0,1,0,2
727,25.0,1.0,2,12.0,0,1,2.0,4.0,standard,3.0,3.0,0,3,seniormanager,370000.0,0,1,0,1
728,43.0,1.0,2,32.0,1,1,2.0,4.0,deluxe,3.0,7.0,1,4,manager,401220.0,0,1,0,1
729,39.0,0.0,2,10.0,2,1,3.0,4.0,standard,3.0,5.0,1,4,seniormanager,376410.0,0,1,1,2
730,39.0,1.0,2,13.0,1,0,2.0,4.0,standard,3.0,2.0,0,4,seniormanager,425520.0,0,2,1,1
731,47.0,1.0,3,7.0,0,0,2.0,1.0,superdeluxe,3.0,1.0,1,1,avp,495525.0,0,2,1,0
732,50.0,1.0,2,13.0,0,1,2.0,4.0,superdeluxe,3.0,5.0,0,4,avp,466110.0,0,3,1,1
733,39.0,1.0,1,23.0,1,0,2.0,4.0,deluxe,3.0,3.0,0,3,manager,355770.0,0,2,0,1
734,57.0,1.0,1,11.0,2,0,2.0,4.0,standard,3.0,5.0,0,5,seniormanager,400000.0,0,2,1,1
735,33.0,0.0,1,9.0,1,1,2.0,4.0,basic,3.0,3.0,0,3,executive,304005.0,0,3,1,1
736,50.0,1.0,1,10.0,1,0,2.0,4.0,basic,3.0,6.0,0,3,executive,265395.0,0,2,1,1
737,35.0,0.0,1,11.0,1,1,3.0,5.0,basic,3.0,1.0,0,4,executive,,1,2,0,2
738,23.0,0.0,1,9.0,2,0,2.0,4.0,basic,3.0,2.0,0,3,executive,258705.0,1,0,0,1
739,33.0,0.0,1,,1,1,2.0,5.0,basic,3.0,3.0,0,4,executive,307365.0,0,2,1,1
740,41.0,1.0,1,9.0,1,0,2.0,4.0,basic,3.0,3.0,0,4,executive,300000.0,0,2,0,1
741,46.0,1.0,1,30.0,2,0,2.0,4.0,basic,3.0,5.0,0,3,executive,324450.0,0,2,0,1
742,44.0,1.0,2,12.0,1,0,2.0,4.0,basic,3.0,2.0,0,3,executive,497670.0,0,0,1,1
743,50.0,0.0,2,7.0,1,0,2.0,4.0,standard,3.0,2.0,0,3,seniormanager,491970.0,0,2,1,1
744,45.0,1.0,2,12.0,1,0,2.0,4.0,deluxe,3.0,5.0,0,4,manager,337005.0,0,2,0,1
745,29.0,1.0,2,8.0,0,0,2.0,4.0,standard,3.0,1.0,0,2,seniormanager,350235.0,0,1,0,0
746,41.0,1.0,1,15.0,0,0,2.0,4.0,king,3.0,2.0,0,4,vp,532530.0,0,2,1,1
747,57.0,0.0,1,13.0,0,0,2.0,4.0,king,3.0,,1,3,vp,566625.0,1,2,1,1
748,59.0,0.0,1,7.0,1,0,2.0,3.0,king,3.0,2.0,0,1,vp,495525.0,0,0,1,0
749,36.0,0.0,2,16.0,1,1,2.0,3.0,deluxe,3.0,2.0,0,4,manager,260265.0,1,2,1,1
750,38.0,1.0,2,20.0,1,0,2.0,3.0,deluxe,3.0,5.0,0,4,manager,319350.0,0,2,1,1
751,42.0,1.0,1,15.0,0,1,2.0,4.0,deluxe,3.0,4.0,0,4,manager,351690.0,0,1,0,1
752,49.0,1.0,1,18.0,0,1,2.0,5.0,basic,3.0,3.0,1,3,manager,,0,2,0,1
753,47.0,1.0,2,14.0,1,0,2.0,4.0,deluxe,3.0,1.0,1,4,manager,300000.0,1,3,0,1
754,22.0,1.0,1,21.0,1,0,2.0,3.0,basic,3.0,2.0,0,4,executive,274215.0,0,0,1,1
755,47.0,1.0,2,14.0,1,1,3.0,4.0,standard,3.0,1.0,0,4,seniormanager,470000.0,0,0,1,2
756,56.0,1.0,1,14.0,1,0,2.0,3.0,basic,3.0,7.0,0,5,executive,380000.0,0,3,1,1
757,50.0,1.0,2,15.0,1,1,3.0,5.0,basic,3.0,3.0,0,3,executive,318690.0,0,2,0,2
758,37.0,0.0,2,16.0,1,0,2.0,4.0,standard,3.0,3.0,0,2,seniormanager,373455.0,0,3,1,1
759,35.0,0.0,3,14.0,1,0,2.0,5.0,basic,3.0,7.0,0,2,executive,300000.0,1,1,0,1
760,27.0,0.0,3,19.0,0,1,2.0,4.0,deluxe,3.0,1.0,0,2,manager,320000.0,0,1,0,1
761,22.0,1.0,2,13.0,0,0,1.0,4.0,basic,3.0,1.0,0,2,executive,250020.0,1,0,1,0
762,30.0,1.0,2,7.0,0,0,3.0,5.0,basic,3.0,3.0,0,4,executive,299745.0,0,3,0,2
763,29.0,1.0,2,14.0,1,0,2.0,5.0,standard,3.0,3.0,0,4,seniormanager,397560.0,0,2,1,1
764,33.0,1.0,1,9.0,1,0,2.0,5.0,basic,3.0,3.0,0,3,executive,350000.0,0,2,1,1
765,32.0,0.0,1,15.0,1,1,2.0,5.0,standard,3.0,2.0,0,2,seniormanager,375120.0,0,3,0,1
766,52.0,0.0,1,14.0,0,0,1.0,4.0,superdeluxe,3.0,6.0,0,1,avp,541170.0,0,0,1,0
767,51.0,1.0,2,21.0,1,0,2.0,4.0,deluxe,3.0,2.0,0,5,manager,333705.0,0,2,0,1
768,34.0,0.0,2,12.0,1,1,2.0,4.0,standard,3.0,2.0,0,3,seniormanager,390000.0,0,2,0,1
769,34.0,1.0,2,14.0,1,0,2.0,4.0,standard,3.0,2.0,0,3,seniormanager,418680.0,0,2,0,1
770,38.0,0.0,2,31.0,1,0,2.0,4.0,deluxe,3.0,5.0,0,3,manager,371310.0,0,2,0,1
771,35.0,0.0,2,23.0,1,1,2.0,4.0,basic,4.0,5.0,0,4,executive,328170.0,0,3,1,1
772,34.0,0.0,2,16.0,1,0,2.0,4.0,deluxe,3.0,2.0,0,3,manager,331005.0,0,1,1,1
773,49.0,1.0,2,27.0,1,0,2.0,4.0,superdeluxe,3.0,5.0,0,4,avp,413325.0,0,2,1,1
774,26.0,1.0,2,12.0,1,1,3.0,4.0,basic,4.0,5.0,0,3,executive,,1,3,1,2
775,29.0,0.0,3,34.0,1,1,2.0,5.0,deluxe,3.0,3.0,0,3,manager,324330.0,0,1,0,1
776,27.0,1.0,2,29.0,1,0,2.0,4.0,deluxe,3.0,3.0,0,3,manager,319710.0,0,2,0,1
777,27.0,1.0,2,16.0,2,0,3.0,4.0,basic,4.0,7.0,0,4,seniormanager,370425.0,0,1,1,2
778,24.0,0.0,2,17.0,1,0,2.0,5.0,basic,4.0,3.0,0,3,executive,313380.0,1,2,0,1
779,30.0,1.0,2,9.0,1,1,3.0,4.0,deluxe,3.0,1.0,0,5,seniormanager,330000.0,0,0,1,2
780,43.0,1.0,2,8.0,1,0,2.0,4.0,deluxe,3.0,3.0,0,3,manager,354840.0,0,1,0,1
781,31.0,1.0,2,26.0,1,0,2.0,4.0,deluxe,3.0,3.0,0,4,manager,326010.0,0,1,0,1
782,20.0,1.0,3,9.0,1,0,2.0,4.0,basic,3.0,2.0,0,4,executive,300000.0,1,3,1,1
783,25.0,0.0,2,16.0,1,0,3.0,4.0,basic,3.0,2.0,0,4,executive,331815.0,0,1,0,2
784,40.0,1.0,2,7.0,1,1,3.0,4.0,deluxe,3.0,2.0,0,3,manager,386100.0,0,3,0,2
785,22.0,1.0,2,10.0,1,0,2.0,4.0,basic,3.0,2.0,0,3,executive,342165.0,0,1,0,1
786,40.0,1.0,2,7.0,0,1,3.0,4.0,standard,3.0,2.0,0,3,seniormanager,416100.0,0,2,0,2
787,43.0,1.0,2,7.0,0,0,2.0,4.0,deluxe,3.0,2.0,0,3,manager,339720.0,0,2,1,1
788,22.0,1.0,2,14.0,0,1,2.0,4.0,basic,4.0,2.0,0,3,executive,306300.0,0,1,1,1
789,40.0,1.0,2,9.0,0,0,2.0,4.0,standard,3.0,5.0,0,3,seniormanager,360615.0,0,2,0,1
790,39.0,1.0,3,9.0,0,0,2.0,4.0,standard,3.0,5.0,0,3,seniormanager,490000.0,1,1,0,1
791,30.0,0.0,3,12.0,0,1,3.0,4.0,deluxe,3.0,2.0,0,4,manager,330870.0,0,1,1,2
792,39.0,0.0,3,7.0,0,0,3.0,4.0,deluxe,4.0,7.0,0,4,manager,342900.0,0,1,0,2
793,54.0,1.0,2,35.0,0,1,2.0,5.0,deluxe,3.0,5.0,0,3,manager,350145.0,0,3,0,1
794,49.0,1.0,2,12.0,0,0,2.0,4.0,deluxe,3.0,1.0,0,3,manager,303615.0,0,2,1,1
795,41.0,1.0,2,14.0,0,0,3.0,4.0,deluxe,3.0,2.0,0,3,manager,450000.0,0,3,1,2
796,43.0,0.0,2,7.0,0,0,2.0,4.0,deluxe,3.0,2.0,0,3,manager,328080.0,0,1,1,1
797,43.0,1.0,2,7.0,0,0,2.0,4.0,deluxe,3.0,5.0,0,4,manager,322875.0,0,3,1,1
798,36.0,1.0,2,10.0,0,0,2.0,4.0,basic,3.0,1.0,0,3,executive,259500.0,0,0,0,1
799,52.0,1.0,2,11.0,0,0,2.0,4.0,king,4.0,3.0,0,4,manager,404115.0,0,2,0,1
800,26.0,0.0,2,16.0,1,1,2.0,4.0,basic,4.0,2.0,1,3,executive,319200.0,0,3,1,1
801,38.0,1.0,2,22.0,0,0,2.0,4.0,deluxe,3.0,5.0,1,4,manager,351855.0,0,1,0,1
802,35.0,0.0,3,16.0,1,1,2.0,5.0,deluxe,3.0,2.0,0,3,manager,318075.0,0,3,0,1
803,38.0,1.0,1,9.0,2,0,3.0,4.0,basic,3.0,2.0,0,4,executive,490620.0,0,2,0,2
804,59.0,0.0,1,17.0,1,0,2.0,4.0,superdeluxe,4.0,1.0,0,4,avp,454395.0,0,3,1,1
805,52.0,1.0,1,33.0,2,0,2.0,4.0,superdeluxe,4.0,2.0,0,3,avp,540000.0,0,1,1,1
806,43.0,1.0,1,8.0,1,1,3.0,4.0,standard,3.0,2.0,0,4,seniormanager,383475.0,0,3,0,2
807,41.0,1.0,1,14.0,1,1,2.0,5.0,king,3.0,2.0,0,4,vp,541815.0,0,2,1,1
808,44.0,1.0,1,15.0,2,0,3.0,5.0,basic,3.0,5.0,0,4,executive,300000.0,0,2,0,2
809,24.0,0.0,1,,1,0,2.0,5.0,basic,3.0,2.0,0,4,executive,255045.0,1,0,0,1
810,40.0,1.0,1,15.0,1,0,2.0,5.0,basic,3.0,3.0,0,4,executive,267540.0,1,2,0,1
811,31.0,1.0,1,8.0,1,0,2.0,5.0,standard,3.0,2.0,0,3,seniormanager,400000.0,0,1,0,1
812,32.0,1.0,1,15.0,1,0,2.0,4.0,basic,3.0,8.0,0,3,executive,318240.0,1,0,0,1
813,56.0,1.0,1,9.0,2,1,3.0,4.0,standard,3.0,5.0,0,5,seniormanager,361065.0,0,2,0,2
814,41.0,1.0,1,9.0,1,1,2.0,4.0,basic,3.0,2.0,0,3,executive,260000.0,0,3,1,1
815,52.0,1.0,1,10.0,2,0,3.0,4.0,standard,3.0,2.0,0,3,seniormanager,363225.0,0,1,1,2
816,36.0,1.0,1,7.0,1,0,2.0,4.0,basic,3.0,2.0,0,3,executive,366105.0,0,3,0,1
817,24.0,0.0,1,23.0,1,1,2.0,4.0,basic,3.0,2.0,0,3,executive,309030.0,0,3,1,1
818,41.0,1.0,1,6.0,0,0,2.0,4.0,deluxe,3.0,2.0,0,4,manager,320000.0,0,1,0,1
819,37.0,0.0,1,,0,1,2.0,4.0,deluxe,3.0,3.0,0,4,manager,327945.0,0,0,0,1
820,25.0,1.0,1,8.0,0,0,3.0,4.0,basic,3.0,2.0,0,4,executive,460000.0,0,2,0,2
821,22.0,1.0,1,7.0,0,1,3.0,4.0,basic,3.0,2.0,0,4,executive,295755.0,0,3,1,2
822,41.0,0.0,1,13.0,0,1,2.0,4.0,standard,3.0,2.0,0,4,seniormanager,391110.0,0,2,1,1
823,33.0,1.0,1,14.0,0,0,3.0,4.0,standard,3.0,3.0,0,4,seniormanager,423450.0,0,2,1,2
824,38.0,1.0,1,9.0,0,0,2.0,4.0,deluxe,3.0,4.0,0,4,manager,368835.0,0,2,0,1
825,,1.0,1,23.0,0,1,2.0,4.0,basic,3.0,2.0,0,4,executive,,0,2,0,1
826,41.0,1.0,1,5.0,0,0,2.0,4.0,standard,3.0,3.0,0,3,seniormanager,489900.0,0,3,1,1
827,40.0,1.0,1,18.0,0,1,2.0,4.0,superdeluxe,4.0,3.0,0,3,avp,429585.0,0,2,1,1
828,39.0,0.0,1,9.0,0,0,2.0,4.0,basic,3.0,3.0,0,4,manager,325560.0,0,2,1,1
829,53.0,1.0,2,14.0,1,1,3.0,3.0,deluxe,3.0,7.0,0,2,manager,286920.0,0,2,1,2
830,,0.0,2,12.0,1,0,3.0,3.0,basic,3.0,2.0,0,2,executive,278535.0,1,2,0,2
831,45.0,1.0,2,31.0,2,0,3.0,3.0,deluxe,4.0,5.0,0,2,manager,354135.0,0,2,0,2
832,28.0,0.0,2,16.0,2,0,3.0,3.0,deluxe,3.0,2.0,0,2,manager,309390.0,0,2,1,2
833,50.0,1.0,2,11.0,0,0,3.0,3.0,deluxe,4.0,5.0,0,2,manager,320000.0,0,2,0,2
834,41.0,1.0,2,17.0,0,0,3.0,3.0,standard,3.0,5.0,0,1,seniormanager,332085.0,0,2,0,2
835,31.0,1.0,3,17.0,1,1,3.0,3.0,basic,3.0,3.0,0,2,executive,255615.0,0,2,1,2
836,49.0,1.0,2,14.0,0,0,3.0,3.0,deluxe,3.0,5.0,0,2,manager,331905.0,0,2,0,2
837,25.0,1.0,2,10.0,1,0,3.0,3.0,deluxe,3.0,2.0,0,1,manager,317310.0,0,2,1,2
838,43.0,1.0,2,8.0,1,1,3.0,3.0,deluxe,3.0,6.0,0,2,manager,334980.0,0,1,0,2
839,31.0,1.0,2,34.0,2,0,3.0,3.0,deluxe,3.0,3.0,0,2,manager,310395.0,0,2,0,2
840,37.0,1.0,2,11.0,0,1,3.0,3.0,deluxe,3.0,5.0,0,2,manager,346125.0,0,2,0,2
841,45.0,0.0,2,9.0,0,0,3.0,3.0,superdeluxe,3.0,2.0,0,2,avp,370965.0,0,0,0,2
842,35.0,1.0,2,8.0,1,0,2.0,4.0,basic,4.0,7.0,0,4,executive,271410.0,0,2,1,1
843,27.0,0.0,2,21.0,1,1,1.0,4.0,basic,3.0,3.0,0,3,executive,300000.0,0,1,1,0
844,49.0,1.0,2,15.0,1,1,2.0,4.0,superdeluxe,4.0,6.0,0,4,avp,471120.0,0,0,0,1
845,46.0,1.0,2,20.0,0,1,2.0,4.0,deluxe,3.0,4.0,0,3,manager,357855.0,0,1,0,1
846,20.0,1.0,1,12.0,1,0,3.0,4.0,basic,4.0,3.0,1,3,executive,315060.0,1,0,0,2
847,45.0,0.0,2,9.0,1,1,2.0,4.0,deluxe,3.0,6.0,1,3,manager,300000.0,1,2,0,1
848,48.0,1.0,1,10.0,0,0,2.0,4.0,superdeluxe,3.0,4.0,1,4,avp,473325.0,0,2,0,1
849,45.0,1.0,1,7.0,1,0,2.0,6.0,basic,3.0,3.0,0,3,executive,354105.0,0,2,1,1
850,32.0,0.0,2,30.0,0,0,3.0,4.0,deluxe,3.0,3.0,0,2,manager,369285.0,0,2,0,2
851,25.0,1.0,1,9.0,2,0,3.0,3.0,basic,3.0,2.0,0,2,executive,258930.0,0,1,0,2
852,31.0,1.0,2,16.0,0,0,3.0,4.0,basic,3.0,5.0,1,1,executive,342900.0,1,3,0,2
853,37.0,0.0,1,16.0,0,1,3.0,3.0,basic,3.0,3.0,0,2,executive,315465.0,0,2,0,2
854,33.0,1.0,1,13.0,0,0,3.0,3.0,basic,3.0,3.0,0,2,executive,339435.0,1,3,1,2
855,39.0,1.0,2,13.0,0,0,3.0,4.0,deluxe,3.0,2.0,0,2,manager,323820.0,0,2,0,2
856,30.0,1.0,1,,1,1,1.0,4.0,basic,3.0,2.0,0,4,executive,255270.0,0,3,1,0
857,37.0,1.0,1,22.0,1,0,2.0,4.0,basic,3.0,5.0,0,4,executive,300000.0,0,2,0,1
858,36.0,0.0,1,26.0,0,0,2.0,4.0,deluxe,3.0,7.0,0,4,manager,345240.0,0,1,0,1
859,50.0,0.0,1,8.0,0,1,1.0,3.0,superdeluxe,3.0,1.0,1,2,avp,526770.0,0,0,1,0
860,22.0,0.0,1,14.0,0,0,3.0,3.0,basic,3.0,2.0,0,2,executive,264315.0,0,3,0,2
861,40.0,0.0,1,29.0,0,1,2.0,6.0,standard,3.0,4.0,0,4,seniormanager,501375.0,1,2,1,1
862,50.0,1.0,1,19.0,0,1,2.0,3.0,superdeluxe,4.0,5.0,0,3,avp,565035.0,0,2,1,-1
863,31.0,0.0,2,17.0,1,0,3.0,5.0,basic,4.0,1.0,0,4,executive,302100.0,1,2,1,2
864,20.0,1.0,3,,1,1,2.0,5.0,basic,3.0,3.0,0,3,executive,306240.0,0,0,1,1
