ProdTaken,lightgbm_prediction,fold
0,0.07566200944282934,6.0
0,0.03870885416133664,7.0
0,0.11264098752835298,2.0
1,0.3013751682422658,7.0
0,0.08801024081288432,2.0
0,0.3502151378979193,4.0
1,0.21685886939071303,7.0
0,0.014260232077917436,6.0
0,0.3344090494677267,5.0
0,0.14941801303716357,6.0
0,0.285242659084892,5.0
0,0.06890527361284529,4.0
0,0.047265177439791355,1.0
1,0.5871703617295791,7.0
1,0.10931380051947974,7.0
0,0.048210382554005345,4.0
0,0.06394707933625822,2.0
1,0.3715356346690375,2.0
1,0.5647067511897322,7.0
0,0.1108069892536755,2.0
1,0.41578642460978227,3.0
0,0.06180721288336586,6.0
0,0.08559664888868329,6.0
0,0.05453059270216933,6.0
0,0.04210258338923813,3.0
0,0.004060918647533524,7.0
1,0.7870563336380523,5.0
1,0.08873254520972262,6.0
0,0.08720566918296004,2.0
0,0.09130706318738058,6.0
0,0.01772869789262264,6.0
0,0.0063501165211557395,7.0
0,0.06394707933625822,2.0
0,0.0980584909549779,2.0
0,0.06394707933625822,2.0
0,0.07800085757626354,4.0
1,0.07336619888821998,3.0
0,0.30685700349699185,4.0
0,0.11028511538104463,5.0
0,0.12152462035717451,6.0
0,0.0661404877503873,7.0
0,0.19772520588425838,3.0
1,0.18581594627500722,2.0
0,0.15885804997317707,2.0
0,0.005530117178851383,7.0
0,0.02524351977662651,5.0
0,0.017490832661554462,7.0
0,0.03567647082930753,1.0
0,0.01821895589066799,6.0
0,0.09704360385845666,4.0
0,0.031350181263884065,1.0
0,0.04977194819553944,7.0
0,0.017980856260626062,6.0
0,0.03174252250563949,1.0
0,0.051680499173145066,4.0
0,0.017948949982852503,6.0
0,0.19680531519819439,3.0
0,0.03451044481733442,1.0
0,0.15375307724225346,5.0
0,0.15931455554193646,5.0
0,0.048285497617078045,4.0
0,0.035341223438578186,1.0
0,0.03174252250563949,1.0
0,0.03289853070244512,1.0
0,0.032321403345876965,3.0
0,0.1876161364556713,4.0
0,0.10533372071759867,5.0
1,0.47976846924179783,3.0
0,0.03174252250563949,1.0
0,0.048210382554005345,4.0
0,0.029388497552321983,6.0
0,0.016523052207755788,6.0
0,0.06407206797248509,4.0
0,0.06860870331262839,1.0
0,0.04967410430716029,3.0
0,0.05166786407171961,1.0
1,0.09782763588692392,6.0
0,0.0027314293232180084,7.0
0,0.06302871772835203,1.0
0,0.059043183415802315,5.0
0,0.04343301925874826,5.0
0,0.3155446314521362,7.0
0,0.08237086614784984,2.0
0,0.027570234196776067,3.0
0,0.04577267906475554,4.0
0,0.34200413087700343,5.0
0,0.20092577726531538,1.0
0,0.1296415852776775,1.0
0,0.06097859042908194,6.0
1,0.4226581443277855,1.0
0,0.3931618620339117,6.0
0,0.0768640056844734,3.0
0,0.06918810999585831,3.0
0,0.054470863541891026,5.0
1,0.5933810893447867,1.0
0,0.04222049739327339,1.0
0,0.08801024081288432,2.0
0,0.08356001253889127,4.0
0,0.01757873475466889,7.0
0,0.24079664717503985,4.0
0,0.11206630821108722,7.0
0,0.1003206148631248,6.0
0,0.04986114794209336,6.0
0,0.012380348767303918,6.0
0,0.07849238284705352,3.0
0,0.09052037965994628,7.0
0,0.12751985269074725,5.0
1,0.2993386802215212,7.0
0,0.012049726829732254,6.0
0,0.01464855880399264,6.0
0,0.03364101489691441,6.0
0,0.03437111073185398,5.0
0,0.015978326296169434,6.0
0,0.0328263372767823,5.0
0,0.03242564915763677,1.0
0,0.03367158300089109,5.0
0,0.26293421528204636,7.0
0,0.019360662350676155,7.0
0,0.04147575776180527,3.0
0,0.05258002424050355,6.0
0,0.032268866715706265,1.0
0,0.012540842032385044,6.0
0,0.02609932969986178,3.0
1,0.36649643956703776,1.0
0,0.08810590867307501,5.0
0,0.6280296540230523,1.0
0,0.1232822065845117,4.0
0,0.19923152020100818,5.0
0,0.10209091222864385,4.0
1,0.11920858632557134,2.0
0,0.09896437710564064,2.0
0,0.096204181968183,4.0
0,0.15986067880735838,1.0
0,0.06394707933625822,2.0
1,0.3817825196429535,3.0
0,0.06288362399907546,5.0
0,0.07459925291903058,7.0
0,0.10572411768699733,6.0
1,0.6321289278283874,7.0
0,0.10141874886113408,2.0
0,0.18042537413523352,2.0
0,0.09741365121056757,5.0
0,0.0012305035274826277,7.0
0,0.048210382554005345,4.0
0,0.19106755818788285,6.0
1,0.4519791250188961,2.0
0,0.03418688011170953,5.0
0,0.051680499173145066,4.0
0,0.03311188035025022,1.0
0,0.0359488665931453,7.0
0,0.08196540111508845,1.0
0,0.02012358341022831,7.0
0,0.08704836616743349,2.0
0,0.018923588668905807,7.0
0,0.029726927034680946,3.0
0,0.12794552953710636,3.0
1,0.3142546274199125,1.0
0,0.07625296786760374,1.0
0,0.6285626073785903,6.0
0,0.5676243672346333,5.0
0,0.5571643290757535,3.0
1,0.39617505748676474,2.0
1,0.5228101107438903,4.0
0,0.18115625069364064,4.0
0,0.010717584123618045,7.0
0,0.23886973489852936,1.0
0,0.05207253438525071,4.0
0,0.07704113324683316,7.0
0,0.14047599010168543,7.0
0,0.10891461397487368,2.0
1,0.8153482224066197,5.0
0,0.18748770226294809,1.0
0,0.15100837653149526,1.0
1,0.40411246607077395,6.0
0,0.06609644764971638,4.0
0,0.4717759173984152,4.0
0,0.06695136384321261,3.0
1,0.2914679779454879,3.0
0,0.0321025314303696,5.0
0,0.04434814734218934,3.0
0,0.008604443007365724,7.0
0,0.22018139970206682,5.0
0,0.04167937806578518,3.0
0,0.06127489597008353,3.0
0,0.1442797771863676,2.0
0,0.3174508035414817,2.0
0,0.032268866715706265,1.0
1,0.21082628682382745,2.0
0,0.055753368562964666,3.0
0,0.1602147340543291,4.0
0,0.8244482091393567,7.0
0,0.05814188113087172,3.0
0,0.12812475193632683,7.0
0,0.0770386624299117,7.0
0,0.046992997022629455,1.0
1,0.09704703907082861,5.0
0,0.05156556650532948,3.0
0,0.04747097663613173,6.0
0,0.041061560543838735,3.0
0,0.040063807433163644,5.0
1,0.06346532521533005,4.0
0,0.07247415659071735,5.0
1,0.43929729850041593,2.0
0,0.036831230066020904,5.0
1,0.6368310241777447,4.0
0,0.20494135851052372,3.0
0,0.09918822501568596,2.0
1,0.5245246681585677,5.0
0,0.06621215005970109,5.0
0,0.0301360456704485,3.0
0,0.15476955422777622,7.0
1,0.2770257809381808,1.0
0,0.08785474472075852,7.0
0,0.32027328761308177,6.0
0,0.13525436026313403,3.0
0,0.10891461397487368,2.0
1,0.16678279505596794,3.0
0,0.05557820221281524,4.0
0,0.013960337390370054,7.0
0,0.17342264967739782,3.0
0,0.3267607625483563,1.0
1,0.2988415613843592,6.0
1,0.5805742922696085,5.0
0,0.18106565641277614,4.0
0,0.1713249785423822,2.0
0,0.09803326534900049,6.0
0,0.0899383192828448,6.0
0,0.1268685187665062,2.0
0,0.03743678410827381,5.0
0,0.0901309267848901,1.0
0,0.008420440935810562,7.0
1,0.7026787387031646,1.0
0,0.04708632631927933,4.0
0,0.09294281695394921,4.0
0,0.32456533352898326,1.0
1,0.8074863215327505,5.0
0,0.12689833132235454,1.0
0,0.06394707933625822,2.0
0,0.33905043303487586,1.0
1,0.2560784904250765,4.0
1,0.6441351193245275,1.0
0,0.11329400009708343,4.0
1,0.5587909919382875,2.0
1,0.047987730240605826,3.0
0,0.09559717162116388,2.0
0,0.1225994494223924,3.0
0,0.5588802943823933,1.0
0,0.2051271414821439,7.0
0,0.05730517568793994,3.0
0,0.11153399814397842,1.0
0,0.30058408022800986,1.0
0,0.12328200039769813,4.0
0,0.08352494294713929,6.0
1,0.31534124322374774,6.0
0,0.585566382141212,1.0
1,0.09130289069164599,7.0
0,0.7617572546105505,7.0
0,0.10133719479979748,2.0
0,0.14271430831067838,6.0
0,0.028524615698266267,7.0
1,0.17434537017821397,7.0
0,0.15831385879656565,1.0
1,0.3109923745831416,2.0
0,0.29203857147506346,5.0
0,0.027704156302376853,5.0
1,0.1829666695598094,2.0
0,0.07390633892547206,6.0
0,0.045286065242457034,1.0
0,0.046525330788749535,6.0
0,0.4191512880089279,4.0
0,0.20070870478348055,1.0
0,0.034625112975110575,1.0
0,0.048285497617078045,4.0
1,0.5773776004677801,1.0
0,0.14014741919997248,4.0
0,0.09867829739064805,4.0
0,0.0293453712667614,3.0
0,0.17801325666767964,1.0
0,0.5004991048068601,3.0
0,0.04708632631927933,4.0
0,0.06394707933625822,2.0
0,0.12136166070584478,7.0
0,0.11942542771608608,3.0
0,0.09433770455657459,4.0
0,0.06394707933625822,2.0
0,0.033606138257907765,1.0
0,0.03174509058032186,6.0
0,0.018204689138272397,6.0
1,0.7388240951461513,5.0
1,0.5704124692976603,3.0
1,0.5369094964971892,5.0
0,0.2858093210579635,1.0
1,0.6601294690928823,3.0
0,0.3296555991595861,5.0
0,0.062141832272363993,4.0
1,0.6050784960583719,1.0
0,0.10974295879399328,2.0
1,0.25712180060606427,5.0
0,0.7441047648546912,5.0
1,0.2010181847630717,1.0
0,0.04838159763501379,7.0
0,0.07261203019113209,1.0
0,0.11983361687300882,2.0
0,0.07613859204771288,3.0
0,0.05255574565831644,7.0
0,0.056063264027589974,3.0
0,0.012075676920224664,7.0
0,0.0779601854852038,6.0
0,0.08720566918296004,2.0
0,0.15671789549400128,5.0
0,0.0546743450906694,4.0
1,0.29857112101783484,1.0
0,0.05605567534554731,1.0
0,0.0848577185626327,3.0
1,0.4929585528924191,1.0
0,0.03501237100255005,5.0
0,0.12759932359590054,3.0
0,0.13896929594522564,2.0
0,0.3297895540400347,5.0
0,0.527205053783334,6.0
0,0.11505534313473414,3.0
0,0.20864358322927515,3.0
0,0.4389620619486105,3.0
0,0.04577267906475554,4.0
0,0.1494251825034716,1.0
0,0.19235425790837815,4.0
0,0.12186446246326127,1.0
0,0.013037424938671776,7.0
0,0.042552448680211574,3.0
0,0.057925112699218045,3.0
0,0.16702838085083999,2.0
0,0.03022500068099888,5.0
0,0.0213225489723947,5.0
0,0.029142197956948876,5.0
0,0.02707301510350097,5.0
0,0.06623644112387893,5.0
0,0.03137617965054151,1.0
0,0.25288719227697165,1.0
0,0.16528954138701862,4.0
0,0.03743551389011778,6.0
0,0.1341039891921624,1.0
0,0.12751444397778605,2.0
0,0.07446682096992659,6.0
0,0.03713945836641355,5.0
1,0.7522457560993556,1.0
0,0.2520170569767986,1.0
0,0.089831918627851,5.0
1,0.7369566716936778,5.0
1,0.7315552866428086,7.0
0,0.16885915809486615,1.0
0,0.2991953825022712,4.0
1,0.0812501255401496,5.0
0,0.022582819404793144,5.0
0,0.01634340380081846,6.0
0,0.5178982749525988,4.0
1,0.893506847337852,7.0
0,0.08246640089453154,4.0
0,0.0449714140971843,3.0
0,0.1156270107081754,1.0
0,0.025185948834001094,5.0
0,0.10638784936897049,5.0
1,0.45186073372068397,4.0
0,0.3933265617783895,3.0
0,0.09496651931410294,3.0
1,0.5697409837686184,1.0
1,0.160689982513317,5.0
0,0.08158943370197426,2.0
0,0.1789525965470961,6.0
0,0.09895212526251218,4.0
0,0.018959451824706736,6.0
0,0.022791354954344666,6.0
0,0.02706107853415439,3.0
0,0.08913322705523516,4.0
0,0.1882396609806457,2.0
0,0.07906405208212028,7.0
0,0.09210886945355017,6.0
0,0.032268866715706265,1.0
0,0.514233062311031,4.0
1,0.5133731243258755,3.0
0,0.02514013728634555,5.0
0,0.642899993541736,1.0
1,0.4906341073508608,3.0
0,0.5661337367604898,4.0
0,0.03204237266601518,3.0
0,0.14195491382014105,3.0
0,0.021185839618117028,5.0
0,0.13484913753643102,2.0
0,0.048210382554005345,4.0
0,0.009817968554302572,7.0
1,0.7567730924436791,5.0
1,0.20890072120658562,3.0
0,0.06394707933625822,2.0
0,0.02750212712136085,3.0
0,0.12525087781234473,6.0
1,0.051577240615775594,5.0
0,0.004157273663787437,7.0
0,0.0879974930582039,5.0
1,0.09130789014555532,6.0
0,0.06394707933625822,2.0
0,0.04194080670430487,5.0
0,0.0576848599072169,3.0
0,0.023625642099397874,6.0
0,0.036963226926269244,3.0
0,0.07719503770624739,4.0
0,0.07855846147781742,2.0
0,0.04710123092742764,7.0
0,0.035423054081177095,6.0
0,0.07063099930069347,2.0
0,0.09797272427877728,4.0
0,0.028010106041602114,3.0
0,0.0012274677674544569,7.0
0,0.048285497617078045,4.0
0,0.06394707933625822,2.0
0,0.06055734445956545,6.0
0,0.0841736542330401,7.0
0,0.07028187228870314,5.0
0,0.0482093097423396,6.0
0,0.048285497617078045,4.0
0,0.06394707933625822,2.0
0,0.07036332011384981,1.0
0,0.1536593532990587,1.0
0,0.0545043316649386,1.0
0,0.030595676232061463,5.0
0,0.134875159623066,4.0
1,0.3780249448411965,2.0
1,0.20630193672449473,3.0
0,0.1308051558575797,5.0
0,0.1123933082772785,1.0
1,0.3806475311350444,7.0
0,0.0617227621515614,3.0
0,0.02619873445137452,7.0
0,0.07883086367924041,7.0
1,0.16438545533438825,5.0
0,0.088136705012452,2.0
0,0.034730879912779365,1.0
1,0.11543616471611616,2.0
0,0.3431575400704781,5.0
0,0.14330485584168662,7.0
1,0.14982447180666944,5.0
0,0.001811862316377337,7.0
1,0.11824166474839355,4.0
0,0.030754928667549905,1.0
0,0.04577267906475554,4.0
0,0.0360195293304201,1.0
0,0.06884987899732635,3.0
0,0.43515889817702524,5.0
0,0.15597773352716796,7.0
0,0.06255992554970206,1.0
0,0.07510205108646377,2.0
0,0.04002302646834834,3.0
1,0.410256587610142,5.0
0,0.03345225789453764,5.0
1,0.6541977034803019,6.0
0,0.16947467402203306,1.0
0,0.06330665327310632,5.0
0,0.05557820221281524,4.0
0,0.051745806729309465,1.0
0,0.04029764336529883,5.0
0,0.5517688746704372,4.0
0,0.06394707933625822,2.0
0,0.09647573201729875,3.0
1,0.10030044700530057,4.0
0,0.05907676221387726,1.0
0,0.027182352066118742,3.0
0,0.5166249001297342,7.0
0,0.09318647374994733,2.0
0,0.02512692157005947,3.0
0,0.005957327913753098,7.0
0,0.05089070529625726,5.0
0,0.07053399542023762,3.0
0,0.227660504129059,6.0
1,0.03384721989655666,1.0
1,0.43478441183699773,2.0
0,0.0374955560346702,6.0
1,0.1568472685649046,4.0
0,0.29519729069846756,5.0
0,0.08544735829205428,3.0
0,0.03838065080050598,7.0
0,0.24681314366447585,6.0
0,0.03527304892001518,7.0
1,0.1316357140913882,6.0
0,0.3063360579768782,7.0
0,0.11258094363771319,2.0
0,0.03286285254515498,1.0
0,0.07318721663218304,6.0
0,0.057983494315190086,4.0
0,0.20955564218907421,3.0
0,0.11413469834650201,6.0
0,0.08101752164875185,2.0
0,0.22636427061005046,3.0
1,0.2747001139448489,4.0
0,0.09647035773827757,1.0
0,0.06738090737700263,1.0
0,0.13884721717398574,2.0
0,0.04685793028253493,6.0
0,0.09892878055482876,7.0
0,0.05510197850360362,3.0
0,0.09625107208866024,7.0
0,0.04577267906475554,4.0
0,0.09346994644351041,5.0
0,0.5117378947943557,6.0
0,0.07524550190597307,4.0
0,0.047230201820579784,3.0
0,0.004600097488122373,7.0
1,0.11622114267860684,6.0
0,0.03214865113216145,3.0
0,0.058231942774461046,7.0
0,0.3766475150426743,2.0
0,0.054965819282722705,6.0
1,0.4317134334086379,3.0
1,0.4157481251500998,7.0
0,0.07510205108646377,2.0
0,0.03606301603543752,7.0
0,0.05895876996312827,3.0
1,0.14935114962598703,6.0
0,0.04441757409675873,5.0
0,0.0920352587497813,2.0
0,0.011468843811441604,7.0
0,0.036684446360641,6.0
0,0.07708560864344487,4.0
0,0.2842796283236485,7.0
0,0.03340336254015156,1.0
0,0.046992997022629455,1.0
1,0.09438714928459509,6.0
0,0.051340315857514945,7.0
0,0.07828698665324987,2.0
1,0.6131452163661546,6.0
0,0.08807386314647649,5.0
0,0.10339641370390285,7.0
0,0.10776007781003738,6.0
0,0.05202060402822491,5.0
1,0.327135545182777,5.0
0,0.03230048304360251,1.0
0,0.04921460215221244,3.0
0,0.04802692509337128,1.0
0,0.15845536787571715,4.0
1,0.1403023812690525,2.0
0,0.015601141412902742,7.0
0,0.10341428642112077,2.0
0,0.027182352066118742,3.0
0,0.5674651308623524,7.0
0,0.02755077322032469,3.0
0,0.09580679803831275,4.0
0,0.09939835935709528,4.0
0,0.0694723309554883,4.0
0,0.04227906112772674,6.0
0,0.03921515630318307,5.0
1,0.12173997558967538,1.0
1,0.3429265147840629,4.0
0,0.06434022968418465,7.0
0,0.01712028772618707,6.0
0,0.08541425770286962,5.0
0,0.06394707933625822,2.0
0,0.09134441295434356,1.0
0,0.09826112110731801,7.0
0,0.14080611304374577,7.0
0,0.048285497617078045,4.0
0,0.03838279626193905,1.0
0,0.08042253812160736,2.0
0,0.08167139915866393,2.0
0,0.022224065390001307,5.0
0,0.1664811124550553,3.0
1,0.11330769433263137,6.0
1,0.16430490460514394,1.0
0,0.03515231587759361,1.0
0,0.1529320902509967,4.0
0,0.17504788973201088,3.0
1,0.15049628058521022,5.0
0,0.06306890877906698,2.0
0,0.08172139753074065,7.0
0,0.04577267906475554,4.0
0,0.022514715948596303,5.0
0,0.024166542745911977,5.0
0,0.14807466338058195,2.0
0,0.013716367140511072,7.0
0,0.08167139915866393,2.0
0,0.23344773907417826,7.0
1,0.07550024722721285,2.0
0,0.2393978502501758,4.0
0,0.02591627773659707,6.0
0,0.025510499097430375,3.0
0,0.024746971006790828,6.0
0,0.03137617965054151,1.0
0,0.509519041059678,4.0
0,0.02746623162270333,3.0
0,0.05061094504931586,5.0
0,0.03174252250563949,1.0
0,0.10632450843805316,7.0
0,0.35491352613981436,1.0
0,0.11714286881564767,7.0
1,0.514544262082904,3.0
1,0.38089295700655224,7.0
1,0.1565988747477368,6.0
0,0.03064759067883583,6.0
0,0.5476875279577872,7.0
0,0.34885256114265795,3.0
0,0.0686276529562149,1.0
0,0.03608738734946405,5.0
1,0.4540024445686559,6.0
0,0.06674264206703971,5.0
0,0.07835962495331839,1.0
0,0.48138829000328737,3.0
0,0.04820422746279383,6.0
0,0.08333938174101495,7.0
0,0.09113027096526263,2.0
1,0.32208294665757475,3.0
0,0.33905269882746836,7.0
0,0.14721805369414723,5.0
0,0.04577267906475554,4.0
0,0.07156984160044763,3.0
0,0.1450230012425559,4.0
0,0.029560804042318787,3.0
0,0.002960543606249069,7.0
0,0.04577267906475554,4.0
0,0.5067432415501667,1.0
0,0.1706685495526326,2.0
0,0.13896929594522564,2.0
0,0.07173215989857575,6.0
0,0.2858031953261981,7.0
0,0.09471496344218351,3.0
0,0.10398119662102948,7.0
0,0.5300448746059546,6.0
1,0.5757061227004083,3.0
1,0.06349062936188245,4.0
0,0.028913382824540576,3.0
0,0.0601848215646281,4.0
0,0.014731146827495833,6.0
0,0.053785463559167586,7.0
0,0.027487547168577563,3.0
0,0.06306890877906698,2.0
0,0.05619989737002921,1.0
0,0.031487991338726255,1.0
1,0.07991768988464379,1.0
0,0.6399702897509095,5.0
0,0.13896929594522564,2.0
0,0.1496548086203227,5.0
0,0.06394707933625822,2.0
0,0.014527979774461014,7.0
0,0.015795033444464805,7.0
0,0.0293453712667614,3.0
0,0.048210382554005345,4.0
0,0.03174252250563949,1.0
0,0.022329476112918096,5.0
0,0.030292581587337036,3.0
1,0.7514370134761682,3.0
0,0.06382879682113342,2.0
0,0.03111425090508568,1.0
0,0.09260298890673607,7.0
0,0.027583944927284932,3.0
0,0.26372500124316234,7.0
0,0.058113820478650095,1.0
0,0.062426718039373816,3.0
0,0.033438663291208225,3.0
0,0.06306890877906698,2.0
0,0.05058680537139461,1.0
0,0.060912017191782304,4.0
0,0.03137617965054151,1.0
0,0.04577267906475554,4.0
0,0.04160946105685771,6.0
0,0.02512692157005947,3.0
0,0.14424251063909496,2.0
0,0.20003072163376395,1.0
0,0.10248244403625145,2.0
0,0.0292446642632001,6.0
0,0.03230048304360251,1.0
1,0.4406033166750104,6.0
1,0.21863742748250756,7.0
0,0.03436165430414824,6.0
0,0.06901237330361606,3.0
1,0.4449949690783392,7.0
0,0.06440011978972188,3.0
1,0.05405556500694484,3.0
0,0.036720237094994904,5.0
0,0.07510205108646377,2.0
1,0.16786197080634038,6.0
0,0.05773993059117379,1.0
0,0.13640632212203793,5.0
1,0.07587677519856799,1.0
0,0.13521269056274085,7.0
1,0.746637854210201,5.0
0,0.005890075210636656,7.0
0,0.07687673656838252,3.0
0,0.012314815792389716,6.0
0,0.12437762710881252,3.0
1,0.5125349712802907,2.0
0,0.0015347956633469607,7.0
0,0.0546743450906694,4.0
0,0.06394707933625822,2.0
0,0.08637253696254599,7.0
0,0.11072119108534308,2.0
0,0.1891940051124416,5.0
0,0.1033068237229904,2.0
0,0.06306890877906698,2.0
0,0.032386466160958506,3.0
0,0.022282823750055067,5.0
0,0.004119744165178354,7.0
0,0.23952372501367836,7.0
0,0.014609115197917731,6.0
0,0.03357932484945809,1.0
1,0.12690991041514177,1.0
0,0.03289879846999379,3.0
0,0.20592127831809137,2.0
0,0.0180263173211911,6.0
0,0.3180565408469265,5.0
0,0.048285497617078045,4.0
0,0.07224079553493203,7.0
0,0.08030806404692852,4.0
0,0.057059434211319746,7.0
0,0.028175092868100896,7.0
0,0.06394707933625822,2.0
0,0.048210382554005345,4.0
0,0.08205251393219494,4.0
0,0.06394707933625822,2.0
0,0.10233975023263672,2.0
0,0.0049577367664652445,7.0
0,0.07238342902462994,1.0
0,0.41055948468504455,2.0
0,0.08523325931020996,4.0
0,0.027068406690236194,7.0
0,0.026778532125874433,3.0
0,0.12796875441235636,2.0
0,0.02898649244909288,3.0
0,0.048285497617078045,4.0
0,0.08774504218061684,4.0
0,0.1272659747680154,4.0
0,0.37763482097234474,5.0
0,0.014609232875214534,6.0
0,0.0842465276721044,1.0
0,0.06762767891647434,3.0
0,0.048210382554005345,4.0
0,0.1360512688128358,5.0
0,0.02174816874455204,5.0
0,0.1478971059436994,4.0
0,0.06394707933625822,2.0
0,0.0708967293151146,7.0
0,0.07152145101361844,7.0
1,0.0805561570050735,5.0
0,0.1054406199756362,2.0
0,0.2647891561602438,1.0
0,0.03357932484945809,1.0
0,0.03174252250563949,1.0
0,0.027928570963700695,3.0
0,0.03937433655271916,3.0
0,0.14081482550719474,3.0
0,0.08209465157335562,7.0
0,0.010253458294048277,7.0
0,0.04577267906475554,4.0
0,0.12058231940538854,5.0
0,0.024444279848831584,7.0
0,0.029988684993933947,3.0
0,0.10883802002125052,4.0
0,0.08533337833398374,3.0
1,0.33936268943755005,6.0
0,0.05245007063897205,1.0
0,0.15547675329286784,7.0
0,0.08519733044490722,4.0
0,0.014834315162319941,6.0
0,0.16837015947056966,4.0
0,0.05889457410281185,6.0
0,0.11294364893937672,3.0
0,0.024907370097013177,3.0
0,0.06861245143707873,1.0
0,0.2803264325807348,6.0
0,0.06394707933625822,2.0
1,0.18195407966858854,6.0
0,0.0046855585223025175,7.0
0,0.0094150489374442,6.0
0,0.038313687496660795,5.0
0,0.14812469467242503,1.0
0,0.03993924602304867,1.0
0,0.09249060479809745,4.0
0,0.16376892121890824,6.0
0,0.04577267906475554,4.0
1,0.3136082450170913,7.0
0,0.04577267906475554,4.0
0,0.0677087386295305,3.0
0,0.07587004740339477,7.0
0,0.06746642293813163,4.0
0,0.042873621705107584,5.0
0,0.0688282214815501,5.0
0,0.043462220115379445,5.0
0,0.40502315146394413,3.0
0,0.04800992501555569,3.0
0,0.10928566244121055,4.0
0,0.026565067558481398,3.0
0,0.10144271886254748,4.0
0,0.1604706812849958,7.0
0,0.1420988647759336,6.0
0,0.08337616424485629,5.0
0,0.07768143158884859,1.0
0,0.3339187892786689,1.0
0,0.06306890877906698,2.0
0,0.04092474616633387,5.0
0,0.0538324759976966,1.0
0,0.09731474939648924,1.0
0,0.11704415768600944,4.0
0,0.1932253526278262,3.0
0,0.019375932386085527,6.0
0,0.3470031560393953,7.0
0,0.06454556559976889,6.0
0,0.04208159297608418,1.0
1,0.619386642613251,4.0
0,0.10326526351328102,6.0
0,0.096747965475889,3.0
0,0.07221981510742784,2.0
0,0.027923216166041615,6.0
0,0.02647731000335991,5.0
0,0.05697739040445238,4.0
1,0.302975313175786,4.0
0,0.40075202869443927,6.0
0,0.5703379032713372,4.0
0,0.06335325421950506,3.0
0,0.11867506917210872,6.0
0,0.15463467881585297,6.0
0,0.09202762092726469,2.0
1,0.03497488550784614,5.0
0,0.023763060753135567,6.0
0,0.12371578515059754,6.0
0,0.020309077141478112,6.0
0,0.08158943370197426,2.0
0,0.015235134110693015,6.0
0,0.26382048362337784,4.0
0,0.8395140513166113,7.0
0,0.08183849880217747,3.0
0,0.0317729393144927,5.0
1,0.3545760702904904,6.0
0,0.331117221863156,6.0
0,0.03655757322038603,3.0
1,0.1553776817595641,2.0
1,0.5519470633567596,4.0
0,0.05584482205641789,7.0
0,0.03887238828354508,6.0
0,0.0560982242762873,3.0
1,0.7581432315937108,5.0
0,0.00259923614615496,7.0
1,0.6717179144578629,1.0
0,0.022676241711847185,5.0
0,0.019047424084255794,6.0
0,0.06678149672282073,2.0
0,0.06598904175327248,5.0
0,0.02998570241870038,5.0
0,0.07528926708468602,1.0
0,0.5203396560452099,7.0
0,0.042122117058257934,5.0
0,0.025544438952723843,7.0
0,0.015021020473649142,6.0
0,0.023737323397664586,7.0
0,0.07395101667455675,2.0
0,0.09519633614093038,5.0
0,0.051616022295490574,1.0
1,0.7510919602348615,5.0
0,0.07316881412224176,2.0
0,0.03137617965054151,1.0
0,0.27399929477131396,1.0
0,0.08404064080525503,2.0
0,0.23821331099251775,3.0
0,0.08204210063697014,2.0
0,0.04096358136631133,1.0
1,0.1400665166342647,1.0
0,0.043597527257671784,3.0
0,0.023217062392329367,5.0
0,0.26731268368082545,6.0
0,0.0006587264842468247,7.0
0,0.0018205386174160016,7.0
0,0.027257298951704017,5.0
0,0.10475014322974127,3.0
0,0.0949587198376631,4.0
0,0.07953980596081833,3.0
0,0.04409227854484606,3.0
0,0.024114336557478834,7.0
0,0.04096358136631133,1.0
0,0.11983361687300882,2.0
0,0.009384814489362106,7.0
1,0.044827534347221774,7.0
0,0.08924839594814524,4.0
0,0.05600816820796488,4.0
0,0.04449561307072826,1.0
0,0.033788003782215345,6.0
1,0.6171555995523134,5.0
0,0.09404902480020172,7.0
0,0.06025003348792664,3.0
0,0.04708632631927933,4.0
0,0.09116352172193899,4.0
0,0.15560089027833074,2.0
0,0.04940164493969322,3.0
0,0.6272013925826658,5.0
0,0.011783397407087441,7.0
0,0.029181385484565236,6.0
0,0.061914146110316426,6.0
0,0.01565367509656384,7.0
0,0.08962664711888389,2.0
0,0.11602139962820744,5.0
0,0.11215344590397114,6.0
0,0.031350181263884065,1.0
0,0.07086478530721814,1.0
1,0.5007185123601715,6.0
0,0.031487991338726255,1.0
0,0.07651083914603482,4.0
0,0.02642009688544832,3.0
1,0.4060813900869896,2.0
0,0.11857686793120933,4.0
0,0.015668100816251123,7.0
0,0.09971143203016827,1.0
0,0.03249238054994618,1.0
0,0.11245096461852104,5.0
0,0.03227703254277815,3.0
0,0.0013529246558431018,7.0
0,0.0213225489723947,5.0
0,0.08167139915866393,2.0
0,0.084512281937657,4.0
0,0.10213094876385041,4.0
0,0.07793371231820216,5.0
0,0.06306890877906698,2.0
0,0.22767549423979497,2.0
0,0.06394707933625822,2.0
0,0.31215064128000575,4.0
1,0.30625584748190937,7.0
0,0.13649787157349047,3.0
0,0.030245923011541182,5.0
1,0.35191132395741764,3.0
0,0.048285497617078045,4.0
1,0.2865909781211982,6.0
0,0.11743394785624253,7.0
0,0.032268866715706265,1.0
0,0.11384884195084195,6.0
0,0.03161272521682886,7.0
0,0.0704817695606914,4.0
0,0.28819688133515037,6.0
0,0.004973703422423632,7.0
0,0.04708632631927933,4.0
0,0.14867156123290587,4.0
1,0.05315004577405063,7.0
