,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,Married,CarPossesion,NumberOfOffspring,Single,NumberOfFollowups > NumberOfPersonVisiting,ProductPitched_Designation,Income / child,MoneyforOneTrip,AllOfcontact,NumberOfPersonVisiting - NumberOfOffspring,ProdTaken
521,53,0.0,2.0,8,2.0,1.0,2.0,4,1.0,1.0,2,0.0,2.0,0.0,401,2.0,1.0,1,1,1,1_0,400.95990400959903,2406.0,16,1.0,0
522,31,0.0,2.0,34,1.0,0.0,3.0,4,2.0,1.0,7,0.0,1.0,2.0,342,3.0,0.0,2,1,0,2_2,170.9914504274786,586.2857142857143,42,1.0,0
523,36,0.0,2.0,29,1.0,1.0,2.0,4,2.0,1.0,2,0.0,1.0,2.0,308,3.0,1.0,1,1,1,2_2,307.969203079692,1848.0,37,1.0,0
524,50,0.0,3.0,9,0.0,1.0,3.0,4,3.0,0.0,2,0.0,2.0,3.0,529,1.0,0.0,2,1,0,3_3,264.48677566121694,3174.0,17,1.0,0
525,37,1.0,2.0,27,2.0,0.0,2.0,4,2.0,1.0,3,0.0,1.0,2.0,405,3.0,1.0,1,1,1,2_2,404.95950404959507,1620.0,35,1.0,0
526,44,1.0,3.0,11,2.0,1.0,2.0,4,3.0,1.0,7,0.0,2.0,3.0,388,1.0,0.0,1,1,1,3_3,387.96120387961207,665.1428571428571,19,1.0,0
527,35,1.0,3.0,15,2.0,1.0,3.0,4,2.0,1.0,3,0.0,1.0,2.0,350,1.0,0.0,2,1,0,2_2,174.9912504374781,1400.0,23,1.0,0
528,43,0.0,2.0,12,2.0,1.0,2.0,4,3.0,1.0,2,0.0,1.0,3.0,426,3.0,0.0,1,1,1,3_3,425.95740425957405,2556.0,20,1.0,0
529,57,1.0,2.0,20,1.0,0.0,2.0,4,2.0,1.0,4,0.0,2.0,2.0,448,3.0,1.0,1,1,1,2_2,447.95520447955204,1344.0,28,1.0,0
530,41,1.0,2.0,17,1.0,0.0,2.0,4,2.0,1.0,2,0.0,2.0,2.0,352,2.0,1.0,1,1,1,2_2,351.96480351964806,2112.0,25,1.0,0
531,45,1.0,2.0,12,2.0,0.0,2.0,4,2.0,1.0,5,0.0,1.0,2.0,368,3.0,0.0,1,1,1,2_2,367.96320367963204,883.2,20,1.0,0
532,52,0.0,2.0,13,2.0,0.0,2.0,4,3.0,1.0,5,0.0,1.0,3.0,433,1.0,1.0,1,1,1,3_3,432.95670432956706,1039.2,21,1.0,0
533,45,1.0,3.0,9,1.0,0.0,2.0,4,2.0,1.0,2,0.0,1.0,2.0,378,1.0,0.0,1,1,1,2_2,377.96220377962203,2268.0,17,1.0,0
534,40,1.0,3.0,4,2.0,0.0,3.0,4,3.0,1.0,5,0.0,2.0,3.0,360,0.0,0.0,2,0,0,3_3,179.9910004499775,864.0,12,1.0,0
535,28,1.0,2.0,6,1.0,1.0,3.0,4,3.0,1.0,2,0.0,2.0,3.0,346,1.0,0.0,2,1,0,3_3,172.99135043247836,2076.0,14,1.0,0
536,39,0.0,2.0,8,2.0,1.0,2.0,4,3.0,1.0,2,0.0,1.0,3.0,388,0.0,1.0,1,0,1,3_3,387.96120387961207,2328.0,16,1.0,0
537,48,0.0,2.0,12,2.0,1.0,2.0,4,2.0,1.0,2,0.0,1.0,2.0,299,1.0,0.0,1,1,1,2_2,298.97010298970105,1794.0,20,1.0,0
538,50,1.0,2.0,8,0.0,0.0,2.0,4,3.0,1.0,7,0.0,1.0,3.0,367,1.0,0.0,1,1,1,3_3,366.96330366963304,629.1428571428571,16,1.0,0
539,53,1.0,2.0,9,1.0,1.0,3.0,4,3.0,0.0,3,0.0,2.0,3.0,458,2.0,1.0,2,1,0,3_3,228.98855057247135,1832.0,17,1.0,0
540,35,0.0,2.0,11,2.0,0.0,2.0,4,1.0,1.0,3,0.0,2.0,1.0,409,3.0,1.0,1,1,1,1_1,408.95910408959105,1636.0,19,1.0,0
541,44,0.0,2.0,8,1.0,1.0,3.0,4,3.0,1.0,5,0.0,2.0,3.0,377,2.0,1.0,2,1,0,3_3,188.4905754712264,904.8,16,1.0,0
542,41,0.0,2.0,15,1.0,1.0,2.0,4,2.0,1.0,3,0.0,1.0,2.0,376,2.0,0.0,1,1,1,2_2,375.96240375962407,1504.0,23,1.0,0
543,42,0.0,2.0,15,0.0,0.0,2.0,4,3.0,1.0,1,0.0,1.0,3.0,458,3.0,1.0,1,1,1,3_3,457.9542045795421,5496.0,23,1.0,0
544,50,1.0,2.0,7,1.0,1.0,3.0,4,4.0,1.0,5,0.0,2.0,4.0,352,1.0,1.0,2,1,0,4_4,175.99120043997797,844.8,15,1.0,0
545,38,1.0,1.0,10,0.0,0.0,3.0,4,4.0,1.0,7,0.0,0.0,4.0,312,2.0,1.0,2,1,0,4_4,155.9922003899805,534.8571428571429,18,1.0,0
546,39,1.0,1.0,16,1.0,0.0,3.0,4,3.0,1.0,2,0.0,0.0,3.0,400,1.0,1.0,2,1,0,3_3,199.99000049997497,2400.0,24,1.0,0
547,44,1.0,2.0,9,2.0,0.0,3.0,4,1.0,1.0,5,1.0,2.0,1.0,575,3.0,1.0,2,1,0,1_1,287.48562571871406,1380.0,17,1.0,0
548,26,1.0,2.0,16,1.0,0.0,3.0,4,2.0,1.0,3,0.0,-2.0,2.0,396,2.0,1.0,2,1,0,2_2,197.99010049497522,1584.0,24,1.0,0
549,32,1.0,2.0,9,0.0,0.0,3.0,4,4.0,1.0,2,0.0,-1.0,4.0,338,2.0,0.0,2,1,0,4_4,168.99155042247887,2028.0,17,1.0,0
550,40,0.0,1.0,12,1.0,1.0,3.0,4,4.0,1.0,3,0.0,-1.0,4.0,314,1.0,1.0,2,1,0,4_4,156.99215039248037,1256.0,20,1.0,0
551,33,0.0,1.0,10,2.0,1.0,3.0,5,4.0,1.0,2,0.0,-1.0,4.0,327,0.0,0.0,2,0,1,4_4,163.49182540872954,1962.0,20,1.0,0
552,31,1.0,1.0,8,1.0,0.0,3.0,4,4.0,1.0,7,1.0,0.0,4.0,300,3.0,1.0,2,1,0,4_4,149.99250037498123,514.2857142857143,16,1.0,0
553,35,1.0,2.0,15,2.0,1.0,3.0,4,4.0,1.0,3,0.0,-1.0,2.0,325,2.0,1.0,2,1,0,4_2,162.49187540622967,1300.0,23,1.0,0
554,55,0.0,1.0,17,1.0,1.0,2.0,4,4.0,0.0,5,0.0,0.0,4.0,374,2.0,1.0,0,1,1,4_4,3740000.0,897.6,25,2.0,0
555,38,1.0,2.0,7,2.0,1.0,3.0,4,2.0,1.0,3,1.0,1.0,2.0,344,1.0,0.0,2,1,0,2_2,171.99140042997848,1376.0,15,1.0,1
556,23,0.0,2.0,10,0.0,0.0,3.0,4,4.0,1.0,3,1.0,1.0,4.0,330,2.0,0.0,2,1,0,4_4,164.99175041247935,1320.0,18,1.0,1
557,29,1.0,2.0,16,1.0,0.0,3.0,3,4.0,1.0,2,0.0,-1.0,4.0,264,2.0,1.0,0,1,0,4_4,2640000.0,1584.0,22,3.0,0
558,37,1.0,1.0,10,0.0,0.0,3.0,3,4.0,1.0,5,0.0,-1.0,4.0,295,3.0,1.0,0,1,0,4_4,2950000.0,708.0,16,3.0,0
559,50,0.0,2.0,7,1.0,0.0,3.0,3,4.0,1.0,5,0.0,0.0,4.0,255,2.0,1.0,0,1,0,4_4,2550000.0,612.0,13,3.0,0
560,48,1.0,1.0,35,0.0,1.0,3.0,3,2.0,0.0,5,0.0,0.0,2.0,423,2.0,0.0,2,1,0,2_2,211.48942552872353,1015.2,41,1.0,0
561,27,0.0,1.0,14,1.0,1.0,3.0,3,4.0,1.0,2,0.0,-1.0,4.0,300,0.0,1.0,0,0,0,4_4,3000000.0,1800.0,20,3.0,1
562,27,0.0,1.0,9,0.0,1.0,3.0,4,4.0,0.0,7,0.0,-1.0,4.0,307,2.0,0.0,0,1,0,4_4,3070000.0,526.2857142857143,17,3.0,0
563,37,1.0,1.0,13,1.0,0.0,2.0,4,2.0,1.0,2,0.0,1.0,2.0,266,3.0,1.0,1,1,1,2_2,265.973402659734,1596.0,21,1.0,0
564,39,1.0,1.0,16,1.0,1.0,3.0,4,2.0,1.0,3,0.0,1.0,2.0,351,1.0,0.0,2,1,0,2_2,175.49122543872804,1404.0,24,1.0,0
565,32,1.0,1.0,10,2.0,1.0,2.0,4,4.0,1.0,3,0.0,1.0,2.0,319,2.0,0.0,1,1,1,4_2,318.968103189681,1276.0,18,1.0,0
566,47,1.0,1.0,32,1.0,0.0,2.0,4,2.0,1.0,3,0.0,1.0,2.0,370,1.0,0.0,1,1,1,2_2,369.96300369963006,1480.0,40,1.0,0
567,36,0.0,1.0,9,1.0,1.0,2.0,5,4.0,1.0,2,0.0,2.0,4.0,413,3.0,0.0,1,1,1,4_4,412.95870412958703,2478.0,19,1.0,0
568,42,1.0,1.0,8,1.0,1.0,2.0,4,4.0,1.0,2,0.0,2.0,4.0,264,3.0,1.0,1,1,1,4_4,263.97360263973604,1584.0,16,1.0,0
569,40,0.0,1.0,30,1.0,1.0,2.0,4,2.0,1.0,2,0.0,2.0,2.0,361,3.0,1.0,1,1,1,2_2,360.96390360963903,2166.0,38,1.0,0
570,48,1.0,1.0,9,1.0,1.0,2.0,4,1.0,1.0,4,0.0,1.0,1.0,579,3.0,0.0,1,1,1,1_1,578.942105789421,1737.0,17,1.0,0
571,41,1.0,1.0,17,1.0,1.0,2.0,4,4.0,0.0,7,0.0,1.0,4.0,270,2.0,1.0,1,1,1,4_4,269.97300269973005,462.85714285714283,25,1.0,1
572,39,1.0,1.0,16,1.0,1.0,2.0,5,2.0,1.0,3,0.0,2.0,2.0,300,3.0,0.0,1,1,1,2_2,299.97000299970006,1200.0,26,1.0,0
573,27,1.0,1.0,12,2.0,0.0,2.0,4,4.0,1.0,3,0.0,1.0,4.0,267,3.0,0.0,1,1,1,4_4,266.973302669733,1068.0,20,1.0,1
574,38,0.0,1.0,10,2.0,0.0,2.0,4,4.0,1.0,2,0.0,1.0,3.0,357,1.0,0.0,1,1,1,4_3,356.96430356964305,2142.0,18,1.0,0
575,34,0.0,1.0,14,2.0,1.0,2.0,4,4.0,1.0,2,0.0,1.0,4.0,269,3.0,0.0,1,1,1,4_4,268.97310268973104,1614.0,22,1.0,1
576,39,1.0,1.0,15,1.0,1.0,2.0,4,2.0,1.0,2,0.0,1.0,2.0,321,0.0,0.0,1,0,1,2_2,320.96790320967904,1926.0,23,1.0,0
577,36,0.0,1.0,15,2.0,1.0,3.0,4,4.0,1.0,1,0.0,1.0,4.0,340,2.0,0.0,2,1,0,4_4,169.99150042497874,4080.0,23,1.0,1
578,38,0.0,1.0,9,1.0,0.0,2.0,5,2.0,1.0,3,0.0,1.0,2.0,360,1.0,1.0,1,1,1,2_2,359.96400359964,1440.0,19,1.0,0
579,32,1.0,1.0,21,0.0,1.0,2.0,4,4.0,0.0,7,0.0,1.0,4.0,310,2.0,1.0,1,1,1,4_4,309.96900309969004,531.4285714285714,29,1.0,0
580,42,1.0,1.0,6,0.0,0.0,3.0,4,3.0,0.0,2,0.0,2.0,3.0,400,2.0,1.0,2,1,0,3_3,199.99000049997497,2400.0,14,1.0,0
581,40,0.0,1.0,9,1.0,1.0,2.0,4,2.0,1.0,2,0.0,1.0,2.0,325,2.0,0.0,1,1,1,2_2,324.967503249675,1950.0,17,1.0,0
582,37,1.0,1.0,19,2.0,1.0,2.0,4,2.0,1.0,3,0.0,2.0,2.0,356,2.0,0.0,1,1,1,2_2,355.96440355964404,1424.0,27,1.0,0
583,42,1.0,1.0,8,1.0,1.0,2.0,4,4.0,1.0,2,0.0,1.0,4.0,300,2.0,1.0,1,1,1,4_4,299.97000299970006,1800.0,16,1.0,0
584,31,0.0,1.0,14,1.0,1.0,2.0,4,3.0,1.0,3,0.0,1.0,3.0,361,2.0,1.0,1,1,1,3_3,360.96390360963903,1444.0,22,1.0,0
585,45,1.0,1.0,7,2.0,0.0,2.0,4,4.0,1.0,7,0.0,1.0,4.0,356,3.0,1.0,1,1,1,4_4,355.96440355964404,610.2857142857143,15,1.0,0
586,42,0.0,1.0,12,1.0,1.0,2.0,4,2.0,1.0,3,0.0,2.0,2.0,359,1.0,0.0,1,1,1,2_2,358.964103589641,1436.0,20,1.0,0
587,36,0.0,2.0,19,2.0,0.0,3.0,3,2.0,1.0,5,0.0,-1.0,2.0,252,0.0,0.0,0,0,0,2_2,2520000.0,604.8,25,3.0,0
588,34,0.0,1.0,12,2.0,0.0,2.0,4,3.0,0.0,2,0.0,2.0,3.0,431,1.0,0.0,1,1,1,3_3,430.95690430956904,2586.0,20,1.0,0
589,47,1.0,1.0,7,2.0,1.0,2.0,4,2.0,1.0,7,0.0,1.0,2.0,327,2.0,1.0,1,1,1,2_2,326.96730326967304,560.5714285714286,15,1.0,0
590,42,1.0,1.0,13,2.0,0.0,2.0,4,2.0,1.0,4,0.0,2.0,2.0,398,2.0,0.0,1,1,1,2_2,397.96020397960206,1194.0,21,1.0,0
591,51,1.0,1.0,11,1.0,0.0,2.0,4,1.0,1.0,3,0.0,2.0,3.0,549,2.0,1.0,1,1,1,1_3,548.9451054894511,2196.0,19,1.0,0
592,43,1.0,1.0,9,1.0,1.0,3.0,4,4.0,1.0,5,0.0,2.0,4.0,316,3.0,0.0,2,1,0,4_4,157.99210039498024,758.4,17,1.0,1
593,37,1.0,3.0,14,2.0,0.0,3.0,3,2.0,1.0,1,0.0,-1.0,2.0,260,2.0,1.0,0,1,0,2_2,2600000.0,3120.0,20,3.0,0
594,38,0.0,1.0,11,1.0,0.0,2.0,4,2.0,0.0,3,0.0,1.0,2.0,300,1.0,0.0,1,1,1,2_2,299.97000299970006,1200.0,19,1.0,0
595,27,1.0,1.0,17,2.0,1.0,3.0,4,1.0,1.0,3,0.0,1.0,1.0,346,0.0,0.0,2,0,0,1_1,172.99135043247836,1384.0,25,1.0,0
596,33,0.0,1.0,6,2.0,1.0,3.0,4,4.0,1.0,1,0.0,2.0,4.0,300,3.0,0.0,2,1,0,4_4,149.99250037498123,3600.0,14,1.0,0
597,50,1.0,1.0,11,2.0,0.0,3.0,4,3.0,1.0,3,1.0,1.0,3.0,490,2.0,1.0,2,1,0,3_3,244.98775061246934,1960.0,19,1.0,0
598,26,1.0,1.0,7,2.0,0.0,3.0,4,4.0,1.0,5,1.0,1.0,4.0,264,3.0,1.0,2,1,0,4_4,131.99340032998347,633.6,15,1.0,1
599,51,0.0,2.0,15,1.0,0.0,3.0,4,3.0,1.0,7,1.0,1.0,3.0,481,0.0,0.0,2,0,0,3_3,240.48797560121992,824.5714285714286,23,1.0,1
600,42,0.0,3.0,27,1.0,1.0,2.0,3,2.0,1.0,5,0.0,2.0,2.0,327,3.0,1.0,1,1,0,2_2,326.96730326967304,784.8,33,1.0,0
601,23,0.0,3.0,32,1.0,1.0,3.0,4,2.0,0.0,3,0.0,0.0,2.0,319,2.0,1.0,2,1,0,2_2,159.49202539873005,1276.0,40,1.0,0
602,29,1.0,2.0,32,1.0,1.0,3.0,4,2.0,1.0,3,0.0,0.0,2.0,332,2.0,1.0,2,1,0,2_2,165.99170041497922,1328.0,40,1.0,0
603,23,0.0,2.0,19,1.0,1.0,3.0,4,4.0,0.0,2,0.0,0.0,4.0,300,0.0,0.0,2,0,0,4_4,149.99250037498123,1800.0,27,1.0,1
604,27,1.0,2.0,8,1.0,1.0,3.0,4,2.0,1.0,3,0.0,-1.0,2.0,304,2.0,0.0,2,1,0,2_2,151.99240037998098,1216.0,16,1.0,0
605,50,1.0,3.0,13,1.0,0.0,3.0,4,0.0,0.0,4,0.0,0.0,0.0,520,3.0,1.0,2,1,0,0_0,259.98700064996746,1560.0,21,1.0,0
606,33,1.0,2.0,7,1.0,1.0,3.0,4,4.0,1.0,2,0.0,0.0,4.0,307,3.0,1.0,2,1,0,4_4,153.4923253837308,1842.0,15,1.0,0
607,23,0.0,2.0,15,1.0,0.0,3.0,4,2.0,1.0,2,0.0,-1.0,2.0,303,0.0,0.0,2,0,0,2_2,151.49242537873104,1818.0,23,1.0,0
608,48,1.0,3.0,16,1.0,0.0,3.0,4,4.0,1.0,3,0.0,-1.0,4.0,364,1.0,1.0,2,1,0,4_4,181.99090045497724,1456.0,24,1.0,0
609,29,0.0,2.0,9,1.0,1.0,4.0,4,2.0,1.0,3,0.0,-1.0,2.0,360,2.0,0.0,3,1,0,2_2,119.99600013332888,1440.0,17,1.0,0
610,32,1.0,2.0,11,2.0,1.0,3.0,5,3.0,1.0,3,0.0,1.0,3.0,347,2.0,1.0,2,1,1,3_3,173.4913254337283,1388.0,21,1.0,0
611,39,0.0,2.0,14,1.0,0.0,3.0,5,2.0,1.0,2,0.0,1.0,2.0,384,1.0,1.0,2,1,1,2_2,191.990400479976,2304.0,24,1.0,0
612,20,1.0,3.0,8,1.0,1.0,2.0,5,2.0,1.0,3,0.0,2.0,2.0,329,3.0,1.0,1,1,1,2_2,328.96710328967106,1316.0,18,1.0,0
613,39,1.0,2.0,16,2.0,0.0,2.0,5,2.0,1.0,3,0.0,2.0,2.0,306,3.0,0.0,1,1,1,2_2,305.96940305969406,1224.0,26,1.0,0
614,41,0.0,2.0,9,2.0,1.0,3.0,4,3.0,0.0,2,0.0,0.0,3.0,464,1.0,0.0,2,1,0,3_3,231.98840057997097,2784.0,17,1.0,0
615,33,0.0,2.0,15,2.0,1.0,3.0,4,2.0,1.0,3,0.0,0.0,2.0,390,2.0,1.0,2,1,0,2_2,194.9902504874756,1560.0,23,1.0,0
616,33,1.0,2.0,17,2.0,0.0,3.0,4,2.0,1.0,5,0.0,0.0,2.0,300,3.0,1.0,2,1,0,2_2,149.99250037498123,720.0,25,1.0,0
617,42,1.0,2.0,33,2.0,1.0,3.0,4,2.0,1.0,3,0.0,-1.0,2.0,315,2.0,0.0,2,1,0,2_2,157.4921253937303,1260.0,41,1.0,0
618,30,1.0,2.0,6,2.0,0.0,3.0,4,3.0,0.0,2,0.0,-1.0,3.0,268,1.0,1.0,2,1,0,3_3,133.99330033498325,1608.0,14,1.0,0
619,45,1.0,2.0,9,0.0,1.0,3.0,4,2.0,0.0,7,1.0,0.0,2.0,400,2.0,1.0,2,1,0,2_2,199.99000049997497,685.7142857142857,17,1.0,0
620,52,1.0,2.0,13,1.0,1.0,3.0,4,0.0,0.0,5,1.0,0.0,1.0,555,2.0,1.0,2,1,0,0_1,277.4861256937153,1332.0,21,1.0,1
621,34,1.0,2.0,16,2.0,0.0,3.0,4,2.0,1.0,2,1.0,-1.0,2.0,344,3.0,0.0,2,1,0,2_2,171.99140042997848,2064.0,24,1.0,0
622,43,1.0,2.0,9,2.0,0.0,3.0,4,3.0,1.0,5,1.0,0.0,3.0,499,1.0,1.0,2,1,0,3_3,249.4875256237188,1197.6,17,1.0,0
623,42,1.0,2.0,8,2.0,1.0,3.0,5,4.0,1.0,7,0.0,1.0,4.0,300,3.0,0.0,2,1,1,4_4,149.99250037498123,514.2857142857143,18,1.0,0
624,22,1.0,2.0,16,1.0,1.0,2.0,5,2.0,1.0,3,0.0,2.0,2.0,354,2.0,0.0,1,1,1,2_2,353.964603539646,1416.0,26,1.0,0
625,53,0.0,2.0,23,2.0,1.0,2.0,3,1.0,1.0,3,0.0,2.0,2.0,400,2.0,0.0,1,1,0,1_2,399.9600039996,1600.0,29,1.0,0
626,31,1.0,2.0,18,1.0,1.0,2.0,3,2.0,1.0,3,0.0,2.0,2.0,425,2.0,1.0,1,1,0,2_2,424.95750424957504,1700.0,24,1.0,0
627,50,1.0,1.0,9,1.0,1.0,3.0,5,4.0,1.0,3,0.0,2.0,4.0,332,0.0,0.0,2,0,1,4_4,165.99170041497922,1328.0,19,1.0,0
628,22,0.0,1.0,9,2.0,1.0,3.0,5,4.0,1.0,3,0.0,2.0,4.0,300,3.0,0.0,2,1,1,4_4,149.99250037498123,1200.0,19,1.0,1
629,34,1.0,1.0,9,1.0,1.0,3.0,5,4.0,1.0,3,0.0,2.0,4.0,326,0.0,0.0,2,0,1,4_4,162.9918504074796,1304.0,19,1.0,1
630,34,1.0,1.0,10,1.0,1.0,2.0,5,4.0,1.0,3,0.0,1.0,4.0,315,0.0,1.0,1,0,1,4_4,314.96850314968503,1260.0,20,1.0,0
631,51,1.0,2.0,7,1.0,1.0,3.0,5,2.0,1.0,1,0.0,-2.0,2.0,329,2.0,1.0,2,1,1,2_2,164.4917754112294,3948.0,17,1.0,0
632,32,1.0,2.0,7,1.0,1.0,3.0,5,2.0,1.0,7,0.0,0.0,2.0,443,2.0,1.0,2,1,1,2_2,221.48892555372228,759.4285714285714,17,1.0,0
633,31,0.0,2.0,17,1.0,1.0,2.0,3,4.0,1.0,3,1.0,1.0,4.0,266,0.0,0.0,1,0,0,4_4,265.973402659734,1064.0,23,1.0,1
634,38,0.0,2.0,29,2.0,1.0,2.0,3,2.0,1.0,3,1.0,1.0,2.0,300,2.0,1.0,1,1,0,2_2,299.97000299970006,1200.0,35,1.0,0
635,23,0.0,2.0,9,2.0,1.0,3.0,5,2.0,1.0,3,0.0,-1.0,2.0,327,1.0,1.0,2,1,1,2_2,163.49182540872954,1308.0,19,1.0,0
636,35,1.0,2.0,9,0.0,1.0,3.0,5,2.0,1.0,5,1.0,0.0,2.0,400,1.0,0.0,2,1,1,2_2,199.99000049997497,960.0,19,1.0,0
637,39,0.0,1.0,14,1.0,1.0,3.0,4,4.0,1.0,2,0.0,0.0,4.0,264,3.0,1.0,2,1,0,4_4,131.99340032998347,1584.0,22,1.0,0
638,30,0.0,1.0,29,1.0,0.0,3.0,4,4.0,0.0,3,0.0,0.0,4.0,300,1.0,0.0,2,1,0,4_4,149.99250037498123,1200.0,37,1.0,0
639,28,1.0,1.0,9,1.0,1.0,3.0,4,4.0,1.0,3,0.0,0.0,4.0,318,0.0,1.0,2,0,0,4_4,158.9920503974801,1272.0,17,1.0,1
640,21,1.0,1.0,12,0.0,0.0,3.0,4,3.0,0.0,1,0.0,-2.0,3.0,336,2.0,1.0,2,1,0,3_3,167.991600419979,4032.0,20,1.0,0
641,34,0.0,1.0,13,1.0,1.0,3.0,4,0.0,0.0,3,0.0,0.0,0.0,326,2.0,0.0,2,1,0,0_0,162.9918504074796,1304.0,21,1.0,0
642,25,0.0,1.0,15,1.0,0.0,3.0,4,4.0,1.0,3,0.0,0.0,4.0,310,0.0,0.0,2,0,0,4_4,154.9922503874806,1240.0,23,1.0,0
643,35,1.0,1.0,8,0.0,0.0,3.0,4,4.0,1.0,3,0.0,0.0,4.0,324,3.0,0.0,2,1,0,4_4,161.99190040497973,1296.0,16,1.0,0
644,40,0.0,1.0,15,1.0,0.0,3.0,4,4.0,1.0,3,0.0,-1.0,4.0,300,0.0,1.0,2,0,0,4_4,149.99250037498123,1200.0,23,1.0,0
645,47,0.0,1.0,14,1.0,0.0,3.0,4,4.0,0.0,3,0.0,0.0,4.0,326,0.0,0.0,2,0,0,4_4,162.9918504074796,1304.0,22,1.0,0
646,55,1.0,1.0,11,2.0,1.0,3.0,4,3.0,1.0,4,0.0,-1.0,3.0,454,2.0,1.0,2,1,0,3_3,226.9886505674716,1362.0,19,1.0,0
647,34,1.0,1.0,9,2.0,1.0,3.0,4,4.0,1.0,2,0.0,-1.0,4.0,307,2.0,0.0,2,1,0,4_4,153.4923253837308,1842.0,17,1.0,0
648,34,1.0,1.0,25,2.0,1.0,3.0,4,4.0,1.0,7,0.0,0.0,4.0,264,2.0,0.0,2,1,0,4_4,131.99340032998347,452.57142857142856,33,1.0,0
649,36,0.0,1.0,7,1.0,0.0,2.0,3,2.0,1.0,2,0.0,1.0,2.0,270,0.0,0.0,1,0,0,2_2,269.97300269973005,1620.0,13,1.0,0
650,28,1.0,1.0,16,2.0,1.0,2.0,5,2.0,1.0,3,1.0,1.0,2.0,350,2.0,0.0,1,1,1,2_2,349.96500349965004,1400.0,26,1.0,1
651,49,1.0,1.0,16,2.0,1.0,3.0,5,4.0,1.0,3,1.0,1.0,4.0,405,2.0,0.0,2,1,1,4_4,202.48987550622468,1620.0,26,1.0,1
652,40,1.0,1.0,10,1.0,0.0,3.0,5,4.0,1.0,1,0.0,-1.0,4.0,354,2.0,1.0,2,1,1,4_4,176.99115044247785,4248.0,20,1.0,0
653,26,0.0,3.0,13,2.0,1.0,2.0,6,4.0,1.0,3,0.0,1.0,4.0,347,3.0,1.0,1,1,1,4_4,346.96530346965307,1388.0,25,1.0,1
654,31,0.0,1.0,13,2.0,1.0,3.0,5,4.0,1.0,2,0.0,0.0,4.0,430,1.0,1.0,2,1,1,4_4,214.9892505374731,2580.0,23,1.0,1
655,29,1.0,2.0,13,1.0,1.0,3.0,5,3.0,1.0,7,0.0,-1.0,3.0,396,2.0,1.0,2,1,1,3_3,197.99010049497522,678.8571428571429,23,1.0,0
656,21,1.0,2.0,23,1.0,0.0,2.0,5,3.0,1.0,3,0.0,1.0,3.0,384,2.0,0.0,1,1,1,3_3,383.96160383961603,1536.0,33,1.0,0
657,24,1.0,2.0,8,1.0,0.0,3.0,5,4.0,1.0,2,0.0,2.0,4.0,300,3.0,0.0,2,1,1,4_4,149.99250037498123,1800.0,18,1.0,0
658,30,0.0,2.0,11,2.0,1.0,3.0,5,4.0,1.0,2,0.0,0.0,4.0,273,0.0,1.0,2,0,1,4_4,136.49317534123293,1638.0,21,1.0,1
659,47,1.0,3.0,26,2.0,0.0,3.0,5,4.0,1.0,3,0.0,-1.0,4.0,326,2.0,1.0,2,1,1,4_4,162.9918504074796,1304.0,36,1.0,0
660,59,1.0,2.0,14,2.0,0.0,2.0,5,1.0,1.0,5,0.0,1.0,1.0,428,2.0,1.0,1,1,1,1_1,427.95720427957207,1027.2,24,1.0,0
661,52,1.0,2.0,16,2.0,1.0,3.0,5,3.0,0.0,5,0.0,2.0,3.0,458,2.0,1.0,2,1,1,3_3,228.98855057247135,1099.2,26,1.0,0
662,48,1.0,3.0,14,1.0,0.0,3.0,5,3.0,1.0,2,0.0,1.0,3.0,378,0.0,1.0,2,0,1,3_3,188.99055047247634,2268.0,24,1.0,0
663,38,1.0,2.0,23,2.0,1.0,2.0,5,2.0,1.0,3,0.0,1.0,2.0,329,3.0,0.0,1,1,1,2_2,328.96710328967106,1316.0,33,1.0,0
664,35,0.0,3.0,10,2.0,1.0,2.0,5,2.0,1.0,7,0.0,1.0,2.0,368,2.0,0.0,1,1,1,2_2,367.96320367963204,630.8571428571429,20,1.0,0
665,31,0.0,2.0,14,2.0,1.0,2.0,5,2.0,0.0,3,0.0,1.0,2.0,350,1.0,0.0,1,1,1,2_2,349.96500349965004,1400.0,24,1.0,0
666,34,1.0,2.0,11,2.0,0.0,2.0,5,3.0,1.0,5,0.0,2.0,3.0,404,1.0,0.0,1,1,1,3_3,403.95960403959606,969.6,21,1.0,0
667,33,1.0,3.0,25,0.0,1.0,3.0,5,4.0,1.0,2,0.0,2.0,4.0,350,2.0,0.0,2,1,1,4_4,174.9912504374781,2100.0,35,1.0,0
668,41,1.0,2.0,33,1.0,0.0,3.0,5,1.0,1.0,2,0.0,1.0,1.0,450,0.0,1.0,2,0,1,1_1,224.98875056247186,2700.0,43,1.0,0
669,35,0.0,3.0,17,2.0,1.0,3.0,5,1.0,1.0,3,0.0,1.0,1.0,523,0.0,0.0,2,0,1,1_1,261.48692565371726,2092.0,27,1.0,1
670,31,1.0,2.0,15,1.0,1.0,3.0,5,4.0,0.0,2,0.0,1.0,4.0,318,0.0,0.0,2,0,1,4_4,158.9920503974801,1908.0,25,1.0,1
671,36,0.0,2.0,15,1.0,0.0,2.0,5,2.0,1.0,3,0.0,1.0,2.0,335,2.0,1.0,1,1,1,2_2,334.96650334966506,1340.0,25,1.0,0
